Hotel Name,City,Budget for 1 day and night (INR),Google Maps Rating
Palace Spice,Delhi,3315,3.5
Hotel Heaven,Mumbai,5395,3.5
Resort Heaven,Mumbai,2187,4.0
Resort Oasis,Mumbai,3664,3.9
Hotel Heaven,Mumbai,5575,2.7
Lounge Oasis,Mumbai,4008,3.3
Cafe Corner,Mumbai,1957,4.5
Palace Oasis,Mumbai,1589,4.4
Resort Oasis,Mumbai,2440,2.8
Royal Spice,Mumbai,6733,3.4
Palace Heaven,Mumbai,915,4.4
The Corner,Chennai,4483,2.6
Bistro Terrace,Chennai,2593,3.6
Royal Spice,Chennai,6525,4.1
Garden Paradise,Chennai,2451,2.7
Hotel Grill,Chennai,2497,2.7
Inn Corner,Chennai,949,2.7
Royal Oasis,Chennai,1233,2.6
Palace Terrace,Kolkata,6959,3.6
Palace Retreat,Kolkata,1184,3.1
Inn Spice,Kolkata,5224,4.3
Lounge Delight,Kolkata,5710,3.5
Hotel Paradise,Kolkata,2983,2.6
Resort Hub,Kolkata,6833,3.1
Hotel Heaven,Kolkata,6668,2.8
Palace Grill,Bengaluru,1756,3.6
Lounge Hub,Bengaluru,5474,3.6
Royal Hub,Bengaluru,2569,3.1
Garden Delight,Bengaluru,4172,4.9
Hotel Retreat,Bengaluru,2612,4.6
Lounge Retreat,Bengaluru,6385,4.0
The Paradise,Bengaluru,3839,3.4
Inn Delight,Bengaluru,4956,4.1
Cafe Hub,Hyderabad,5711,3.8
Royal Corner,Hyderabad,4932,3.8
The Hub,Hyderabad,2676,3.3
Plaza Terrace,Hyderabad,3912,2.6
Lounge Delight,Hyderabad,5504,4.0
Palace Corner,Hyderabad,2043,3.7
Royal Paradise,Hyderabad,5113,3.2
Palace Terrace,Hyderabad,4940,4.5
Cafe Grill,Hyderabad,1118,2.6
Hotel Delight,Hyderabad,5658,3.7
Bistro Grill,Pune,4300,3.7
The Corner,Pune,3371,2.6
Hotel Terrace,Pune,6774,3.9
Plaza Oasis,Pune,6285,4.0
Lounge Corner,Pune,4383,3.6
Cafe Delight,Pune,5270,4.4
Garden Grill,Pune,4006,2.8
Plaza Heaven,Pune,1331,3.1
Palace Grill,Pune,6248,4.3
Cafe Spice,Pune,1379,4.6
Plaza Retreat,Ahmedabad,1141,4.3
The Hub,Ahmedabad,4220,3.8
Garden Spice,Ahmedabad,2503,4.2
Plaza Hub,Ahmedabad,3113,4.2
Palace Grill,Ahmedabad,5796,3.6
Royal Grill,Ahmedabad,5436,3.4
Cafe Corner,Ahmedabad,1179,4.5
Plaza Hub,Ahmedabad,1291,4.5
Plaza Oasis,Jaipur,4095,3.0
Inn Corner,Jaipur,5681,4.9
Resort Spice,Jaipur,1248,3.7
Plaza Delight,Jaipur,2104,4.9
Resort Hub,Jaipur,5671,2.9
Hotel Hub,Jaipur,1553,2.5
The Hub,Jaipur,6570,2.8
Garden Heaven,Lucknow,1963,4.1
Inn Delight,Lucknow,1845,3.1
Royal Corner,Lucknow,3497,3.9
Garden Spice,Lucknow,1582,3.1
The Hub,Lucknow,5968,4.7
Resort Corner,Lucknow,3698,5.0
Palace Hub,Delhi,1548,3.7
Palace Spice,Delhi,3934,3.1
Hotel Retreat,Delhi,2231,4.1
Cafe Corner,Delhi,2436,4.2
Bistro Delight,Delhi,1351,3.7
Royal Delight,Delhi,4646,4.5
Lounge Delight,Delhi,3268,3.4
Hotel Terrace,Delhi,1396,3.6
The Heaven,Delhi,6221,3.2
Lounge Delight,Delhi,4575,4.6
Bistro Hub,Mumbai,3540,2.6
Resort Paradise,Mumbai,5104,3.5
The Delight,Mumbai,5674,4.5
Hotel Terrace,Mumbai,3122,4.8
Garden Retreat,Mumbai,3149,3.1
Inn Corner,Mumbai,6630,4.5
Resort Heaven,Mumbai,4615,3.8
Garden Oasis,Mumbai,4115,2.7
Royal Terrace,Mumbai,1386,3.2
Garden Paradise,Mumbai,3392,2.6
Garden Spice,Chennai,1189,4.3
The Retreat,Chennai,1716,2.9
Cafe Delight,Chennai,5453,2.7
Resort Corner,Chennai,6946,3.5
Resort Spice,Chennai,3207,2.6
Bistro Paradise,Chennai,1986,4.8
Hotel Paradise,Chennai,1500,3.9
Palace Heaven,Kolkata,1637,3.0
Bistro Paradise,Kolkata,4767,3.2
Hotel Hub,Kolkata,5882,3.0
Palace Paradise,Kolkata,1254,4.6
Garden Heaven,Kolkata,4342,4.2
Garden Terrace,Kolkata,5469,3.9
Royal Paradise,Kolkata,2194,2.6
Bistro Oasis,Bengaluru,1977,2.9
Bistro Corner,Bengaluru,5818,3.6
Plaza Paradise,Bengaluru,5197,3.7
The Oasis,Bengaluru,4282,3.1
Lounge Paradise,Bengaluru,6772,4.2
Plaza Oasis,Bengaluru,1004,3.7
Plaza Retreat,Bengaluru,820,2.5
Hotel Terrace,Bengaluru,4716,2.6
Palace Spice,Hyderabad,1754,3.2
Resort Hub,Hyderabad,1295,4.6
Palace Grill,Hyderabad,3622,3.8
The Corner,Hyderabad,4834,3.3
Lounge Corner,Hyderabad,4329,4.3
Hotel Delight,Hyderabad,5917,4.4
Bistro Delight,Hyderabad,1895,2.7
Lounge Retreat,Hyderabad,4199,3.9
The Heaven,Hyderabad,5402,2.6
Plaza Spice,Hyderabad,1476,3.0
Hotel Hub,Pune,6552,4.2
Royal Corner,Pune,6799,4.0
Lounge Terrace,Pune,4866,3.1
Inn Corner,Pune,5373,3.3
Cafe Grill,Pune,5830,4.2
Bistro Corner,Pune,5322,4.9
Royal Delight,Pune,6976,4.4
Palace Corner,Pune,4118,4.0
Palace Hub,Pune,2799,3.4
Inn Retreat,Pune,5378,2.6
Garden Grill,Ahmedabad,3232,4.1
Inn Oasis,Ahmedabad,3529,4.3
Hotel Grill,Ahmedabad,4044,2.6
Hotel Heaven,Ahmedabad,2860,3.7
Inn Oasis,Ahmedabad,3580,3.2
Bistro Heaven,Ahmedabad,4693,2.8
Royal Hub,Ahmedabad,2074,3.7
Resort Oasis,Ahmedabad,3552,4.6
Garden Hub,Jaipur,1746,3.6
Inn Oasis,Jaipur,1164,4.3
Palace Oasis,Jaipur,2555,3.1
Palace Grill,Jaipur,5923,4.3
The Corner,Jaipur,3690,5.0
Plaza Oasis,Jaipur,5090,4.9
Garden Spice,Jaipur,3965,4.4
Plaza Retreat,Lucknow,4960,3.7
Palace Spice,Lucknow,5721,3.4
Bistro Corner,Lucknow,6336,3.2
Plaza Retreat,Lucknow,4770,4.4
Resort Corner,Lucknow,1540,2.8
Garden Delight,Lucknow,6199,3.4
Palace Heaven,Delhi,6337,4.5
Inn Spice,Delhi,4111,3.8
Royal Retreat,Delhi,5033,2.9
Lounge Corner,Delhi,5184,3.1
Inn Corner,Delhi,4764,4.7
Plaza Corner,Delhi,1793,2.7
Bistro Corner,Delhi,6386,4.3
Garden Heaven,Delhi,4546,3.7
Palace Paradise,Delhi,5001,4.2
Lounge Heaven,Delhi,3464,3.8
Bistro Grill,Mumbai,4694,3.8
Inn Delight,Mumbai,5685,4.1
Resort Spice,Mumbai,5450,3.9
Lounge Oasis,Mumbai,5225,4.9
Garden Oasis,Mumbai,3543,2.7
Resort Oasis,Mumbai,1193,2.8
Bistro Spice,Mumbai,2312,3.9
Bistro Terrace,Mumbai,2342,3.4
Bistro Heaven,Mumbai,6202,4.2
Hotel Heaven,Mumbai,1580,4.6
Palace Oasis,Chennai,4073,4.0
Cafe Oasis,Chennai,2917,4.3
Cafe Grill,Chennai,2514,2.6
The Terrace,Chennai,6817,3.8
Bistro Heaven,Chennai,5465,4.9
Plaza Corner,Chennai,5295,2.8
Bistro Delight,Chennai,6617,3.7
Inn Retreat,Kolkata,3107,3.5
Lounge Corner,Kolkata,3793,3.7
Plaza Retreat,Kolkata,2304,2.9
Cafe Spice,Kolkata,2802,2.5
Resort Corner,Kolkata,1871,4.2
Plaza Heaven,Kolkata,1916,4.7
Royal Paradise,Kolkata,1134,4.9
Royal Grill,Bengaluru,1786,4.1
Royal Oasis,Bengaluru,6144,3.8
Lounge Spice,Bengaluru,6536,4.4
Resort Hub,Bengaluru,3802,3.8
Garden Retreat,Bengaluru,4779,3.0
Lounge Terrace,Bengaluru,4263,4.5
Plaza Hub,Bengaluru,2590,3.2
Royal Oasis,Bengaluru,1968,3.1
Hotel Oasis,Hyderabad,3952,3.0
Lounge Heaven,Hyderabad,4099,2.6
Palace Hub,Hyderabad,4516,4.0
Plaza Delight,Hyderabad,3051,3.3
Hotel Retreat,Hyderabad,4705,3.2
Royal Heaven,Hyderabad,5082,4.2
Plaza Heaven,Hyderabad,5143,4.0
Hotel Oasis,Hyderabad,5716,3.9
Resort Paradise,Hyderabad,5754,3.6
The Oasis,Hyderabad,2965,4.6
The Delight,Pune,1476,2.7
Cafe Grill,Pune,1324,3.5
Plaza Hub,Pune,4934,3.3
Inn Retreat,Pune,2929,4.2
Royal Spice,Pune,4247,3.9
Plaza Retreat,Pune,5626,2.7
Palace Delight,Pune,2033,4.4
Resort Retreat,Pune,2695,4.7
Garden Heaven,Pune,848,4.2
Royal Grill,Pune,6986,2.7
Bistro Grill,Ahmedabad,3588,3.3
Garden Paradise,Ahmedabad,1617,4.5
The Heaven,Ahmedabad,2019,3.6
Hotel Oasis,Ahmedabad,3865,4.5
Garden Heaven,Ahmedabad,2118,4.1
Royal Delight,Ahmedabad,1302,4.6
Resort Delight,Ahmedabad,5875,2.8
Palace Oasis,Ahmedabad,2170,4.9
Resort Corner,Jaipur,3445,3.9
Bistro Grill,Jaipur,5001,3.8
Lounge Heaven,Jaipur,889,3.2
Cafe Paradise,Jaipur,4098,2.5
Palace Hub,Jaipur,1689,2.8
Palace Hub,Jaipur,2701,4.0
Garden Corner,Jaipur,1544,3.6
Palace Terrace,Lucknow,1445,3.0
Hotel Terrace,Lucknow,5031,3.4
Bistro Heaven,Lucknow,5411,2.6
The Grill,Lucknow,6366,5.0
Plaza Grill,Lucknow,1721,2.8
Garden Oasis,Lucknow,6666,2.8
Bistro Corner,Delhi,1538,2.9
Royal Delight,Delhi,4099,2.5
Garden Spice,Delhi,4832,2.6
Bistro Hub,Delhi,6712,3.3
Bistro Retreat,Delhi,3494,4.8
Resort Grill,Delhi,3998,4.9
Inn Grill,Delhi,6188,2.6
Cafe Delight,Delhi,5943,2.5
Hotel Spice,Delhi,4260,2.7
Hotel Paradise,Delhi,3206,4.4
Lounge Grill,Mumbai,5615,4.7
The Retreat,Mumbai,4738,3.4
Plaza Hub,Mumbai,897,4.1
Hotel Paradise,Mumbai,2614,4.8
Plaza Delight,Mumbai,3768,2.8
Inn Spice,Mumbai,5744,4.9
Palace Corner,Mumbai,5668,4.8
Palace Retreat,Mumbai,2715,4.9
Palace Terrace,Mumbai,2281,3.0
Inn Corner,Mumbai,3576,2.6
Cafe Corner,Chennai,4202,4.0
Lounge Terrace,Chennai,1362,3.9
Bistro Hub,Chennai,6708,2.9
Royal Terrace,Chennai,1047,4.1
Cafe Delight,Chennai,4665,4.9
Hotel Hub,Chennai,920,3.9
Hotel Terrace,Chennai,1812,2.8
Garden Delight,Kolkata,5075,4.6
Palace Grill,Kolkata,6940,4.8
Royal Corner,Kolkata,4392,4.8
The Corner,Kolkata,3767,3.7
Lounge Grill,Kolkata,1841,4.7
Garden Paradise,Kolkata,5099,3.5
Lounge Delight,Kolkata,2249,2.5
Palace Heaven,Bengaluru,4012,3.1
Hotel Heaven,Bengaluru,5055,2.7
Resort Terrace,Bengaluru,4338,4.1
Plaza Hub,Bengaluru,6985,3.6
Bistro Hub,Bengaluru,6500,4.6
Cafe Grill,Bengaluru,2191,4.1
Palace Delight,Bengaluru,5483,3.6
Lounge Paradise,Bengaluru,3058,3.3
Royal Delight,Hyderabad,5646,4.0
Royal Spice,Hyderabad,6049,4.8
Resort Spice,Hyderabad,2403,4.9
Palace Oasis,Hyderabad,2536,3.8
The Corner,Hyderabad,3024,3.6
Bistro Hub,Hyderabad,3344,3.6
Garden Grill,Hyderabad,5720,3.0
Inn Heaven,Hyderabad,1645,4.4
Royal Delight,Hyderabad,4233,3.3
Garden Delight,Hyderabad,5450,2.6
Lounge Hub,Pune,1003,4.2
Garden Terrace,Pune,3939,4.7
Bistro Spice,Pune,3872,4.7
Lounge Oasis,Pune,3124,3.7
Lounge Heaven,Pune,6130,4.4
The Retreat,Pune,5653,4.8
Plaza Hub,Pune,2981,2.9
Resort Heaven,Pune,3675,4.0
Royal Grill,Pune,6213,2.8
Cafe Terrace,Pune,3094,3.4
Palace Delight,Ahmedabad,3187,2.8
Bistro Grill,Ahmedabad,5975,4.4
Bistro Terrace,Ahmedabad,3340,3.8
Bistro Paradise,Ahmedabad,6414,4.6
Garden Terrace,Ahmedabad,1745,2.5
Palace Grill,Ahmedabad,4109,3.3
Hotel Terrace,Ahmedabad,5040,2.7
Royal Terrace,Ahmedabad,6536,2.9
Resort Terrace,Jaipur,2479,3.8
Resort Heaven,Jaipur,3019,4.6
Royal Delight,Jaipur,4458,4.4
Bistro Delight,Jaipur,3864,4.5
Resort Terrace,Jaipur,1663,4.5
Cafe Oasis,Jaipur,2067,3.7
Plaza Spice,Jaipur,972,3.6
Bistro Corner,Lucknow,3158,2.5
Royal Retreat,Lucknow,3801,3.6
The Paradise,Lucknow,1860,3.3
Lounge Terrace,Lucknow,2425,4.3
Bistro Hub,Lucknow,4437,5.0
Royal Paradise,Lucknow,2972,2.7
Hotel Grill,Delhi,4412,4.9
Hotel Delight,Delhi,3193,3.4
Lounge Retreat,Delhi,921,4.3
Lounge Hub,Delhi,4958,4.5
Cafe Spice,Delhi,6582,2.8
Lounge Retreat,Delhi,1066,3.1
Inn Paradise,Delhi,1218,2.6
Palace Hub,Delhi,3176,3.1
Hotel Oasis,Delhi,3164,4.7
Bistro Corner,Delhi,4935,4.1
Hotel Delight,Mumbai,1187,4.5
Resort Oasis,Mumbai,1254,3.7
Plaza Spice,Mumbai,6108,2.7
Plaza Oasis,Mumbai,3208,4.1
Garden Paradise,Mumbai,3282,3.6
Hotel Paradise,Mumbai,4478,3.8
The Retreat,Mumbai,4954,4.4
Bistro Retreat,Mumbai,4439,4.3
Garden Heaven,Mumbai,5556,2.7
Lounge Oasis,Mumbai,4578,2.8
Lounge Paradise,Chennai,3206,4.7
Resort Hub,Chennai,6503,2.9
Hotel Delight,Chennai,2609,4.8
Garden Hub,Chennai,5851,4.8
Cafe Corner,Chennai,4002,3.0
Lounge Grill,Chennai,2049,4.6
Inn Oasis,Chennai,837,3.2
Lounge Hub,Kolkata,5942,4.8
The Retreat,Kolkata,4725,4.6
Hotel Hub,Kolkata,2904,4.2
Lounge Terrace,Kolkata,1961,3.5
The Oasis,Kolkata,4365,2.9
Royal Corner,Kolkata,2412,4.8
Royal Grill,Kolkata,3402,3.5
Palace Terrace,Bengaluru,6064,3.4
Garden Heaven,Bengaluru,5740,3.1
Cafe Hub,Bengaluru,6844,4.9
Resort Oasis,Bengaluru,6250,3.1
Royal Terrace,Bengaluru,5431,3.8
Royal Heaven,Bengaluru,5299,3.1
Resort Paradise,Bengaluru,958,4.7
Palace Spice,Bengaluru,5163,3.0
Plaza Delight,Hyderabad,6283,3.6
Hotel Spice,Hyderabad,2454,4.6
Resort Spice,Hyderabad,4739,4.5
Hotel Oasis,Hyderabad,2244,4.2
The Terrace,Hyderabad,1961,3.2
Garden Oasis,Hyderabad,2807,3.1
The Retreat,Hyderabad,6256,2.6
Cafe Hub,Hyderabad,966,3.4
Resort Hub,Hyderabad,3430,3.2
Royal Paradise,Hyderabad,4958,3.2
Cafe Corner,Pune,6242,4.6
Palace Paradise,Pune,4606,3.7
Cafe Oasis,Pune,1422,4.1
Lounge Oasis,Pune,2091,2.8
Lounge Spice,Pune,5145,3.3
Royal Delight,Pune,3530,4.4
Resort Hub,Pune,4671,3.4
Bistro Delight,Pune,6647,4.2
The Corner,Pune,3862,4.6
Lounge Delight,Pune,1532,3.5
Lounge Oasis,Ahmedabad,4702,4.5
Hotel Oasis,Ahmedabad,1113,4.2
Resort Paradise,Ahmedabad,857,3.0
Cafe Corner,Ahmedabad,2696,3.4
The Retreat,Ahmedabad,4514,3.1
The Corner,Ahmedabad,5341,4.5
Palace Hub,Ahmedabad,2062,4.3
Bistro Terrace,Ahmedabad,6194,4.4
Resort Paradise,Jaipur,1856,3.6
Garden Paradise,Jaipur,2396,3.1
Lounge Hub,Jaipur,3329,4.9
Plaza Terrace,Jaipur,5481,3.8
Resort Retreat,Jaipur,5436,4.9
Inn Retreat,Jaipur,6912,4.1
Royal Terrace,Jaipur,2216,3.2
Garden Paradise,Lucknow,1854,4.8
Bistro Corner,Lucknow,2547,2.6
Garden Corner,Lucknow,3440,3.0
Cafe Terrace,Lucknow,6242,4.3
Palace Spice,Lucknow,2182,2.9
Bistro Spice,Lucknow,4753,3.9
Bistro Terrace,Delhi,5550,4.5
Resort Delight,Delhi,3721,3.3
Bistro Terrace,Delhi,5035,2.7
Inn Spice,Delhi,4262,4.7
Resort Delight,Delhi,5110,4.2
Bistro Heaven,Delhi,3695,4.0
Lounge Retreat,Delhi,1680,4.6
The Grill,Delhi,1832,2.8
Inn Heaven,Delhi,6815,4.4
Bistro Spice,Delhi,1064,4.2
Inn Retreat,Mumbai,6385,3.4
Resort Grill,Mumbai,5368,4.2
Resort Terrace,Mumbai,5338,4.8
Palace Hub,Mumbai,2467,3.2
Royal Paradise,Mumbai,6777,3.4
Lounge Oasis,Mumbai,2656,3.0
Bistro Corner,Mumbai,2844,4.0
Hotel Grill,Mumbai,4547,3.7
Bistro Terrace,Mumbai,1050,3.7
Royal Paradise,Mumbai,1741,3.5
The Terrace,Chennai,3720,3.3
Royal Retreat,Chennai,2628,4.0
The Spice,Chennai,4911,2.9
Resort Oasis,Chennai,966,4.1
Plaza Heaven,Chennai,4853,3.2
Resort Heaven,Chennai,4675,4.3
Hotel Grill,Chennai,2972,2.7
Bistro Paradise,Kolkata,1733,3.7
Plaza Corner,Kolkata,860,4.9
Plaza Heaven,Kolkata,2548,4.3
Inn Grill,Kolkata,1314,3.0
Palace Heaven,Kolkata,6313,2.9
Plaza Hub,Kolkata,5299,4.8
Royal Oasis,Kolkata,5108,3.0
Lounge Terrace,Bengaluru,2552,2.7
Resort Heaven,Bengaluru,5236,4.6
Inn Hub,Bengaluru,3907,3.8
Palace Oasis,Bengaluru,3635,4.4
Resort Paradise,Bengaluru,1135,3.8
Resort Hub,Bengaluru,5263,3.0
Hotel Terrace,Bengaluru,1854,4.4
Hotel Grill,Bengaluru,3855,4.2
Plaza Terrace,Hyderabad,5188,4.3
Garden Oasis,Hyderabad,5950,2.5
Hotel Spice,Hyderabad,3228,4.9
Cafe Grill,Hyderabad,1356,3.8
Palace Paradise,Hyderabad,6413,4.9
Garden Paradise,Hyderabad,5251,3.8
Plaza Paradise,Hyderabad,2282,2.7
Palace Grill,Hyderabad,2790,3.8
Inn Hub,Hyderabad,6297,4.6
Hotel Spice,Hyderabad,1734,3.5
Resort Paradise,Pune,4876,4.3
Bistro Terrace,Pune,5815,4.6
Resort Delight,Pune,6054,3.3
The Corner,Pune,5047,2.7
Inn Retreat,Pune,4538,4.4
Cafe Grill,Pune,6404,3.2
The Paradise,Pune,4826,2.8
Cafe Oasis,Pune,2229,2.6
Palace Retreat,Pune,2554,3.6
Plaza Delight,Pune,5760,3.9
Hotel Delight,Ahmedabad,2556,4.2
Plaza Spice,Ahmedabad,4674,3.6
Inn Spice,Ahmedabad,2402,4.3
Plaza Oasis,Ahmedabad,6633,4.3
Resort Hub,Ahmedabad,1039,4.0
Cafe Heaven,Ahmedabad,4499,4.5
Plaza Delight,Ahmedabad,2905,4.2
Plaza Terrace,Ahmedabad,1503,3.5
Royal Paradise,Jaipur,4508,4.6
Inn Oasis,Jaipur,3153,3.3
Lounge Corner,Jaipur,3154,3.1
Inn Delight,Jaipur,988,3.9
The Heaven,Jaipur,4437,2.6
Resort Spice,Jaipur,3831,3.7
Royal Terrace,Jaipur,3576,2.9
The Oasis,Lucknow,6438,4.2
Plaza Paradise,Lucknow,5591,2.6
Bistro Hub,Lucknow,3272,4.0
Hotel Heaven,Lucknow,3995,4.2
Cafe Corner,Lucknow,3882,2.6
Bistro Hub,Lucknow,2198,2.8
Bistro Hub,Delhi,1761,3.2
Hotel Heaven,Delhi,6864,3.8
Plaza Terrace,Delhi,5479,3.6
Bistro Retreat,Delhi,5548,3.2
Resort Spice,Delhi,6602,2.7
Palace Oasis,Delhi,5236,2.7
Resort Grill,Delhi,4081,4.2
Cafe Terrace,Delhi,4758,3.6
Plaza Hub,Delhi,1521,3.3
Resort Retreat,Delhi,6853,4.1
Lounge Spice,Mumbai,5478,3.2
Lounge Heaven,Mumbai,6439,4.9
Inn Spice,Mumbai,1299,4.6
Inn Spice,Mumbai,2463,4.1
Resort Heaven,Mumbai,3503,3.8
Royal Corner,Mumbai,2862,4.2
Resort Paradise,Mumbai,1332,3.4
Hotel Delight,Mumbai,1631,4.5
Palace Retreat,Mumbai,4684,5.0
Cafe Oasis,Mumbai,5341,3.1
Palace Corner,Chennai,4367,2.7
Inn Retreat,Chennai,3315,4.5
Garden Heaven,Chennai,6995,2.6
The Spice,Chennai,1053,2.5
Inn Corner,Chennai,1201,3.1
Royal Hub,Chennai,4760,4.0
Plaza Oasis,Chennai,4689,2.5
Hotel Spice,Kolkata,1683,4.4
Palace Retreat,Kolkata,3930,4.5
Inn Oasis,Kolkata,3083,4.6
Lounge Grill,Kolkata,1730,3.2
Royal Retreat,Kolkata,6950,4.0
Cafe Spice,Kolkata,6324,4.0
Inn Paradise,Kolkata,2113,3.1
Bistro Corner,Bengaluru,4802,4.0
Inn Retreat,Bengaluru,2811,4.9
Lounge Paradise,Bengaluru,2989,4.7
Royal Spice,Bengaluru,2408,3.4
Plaza Spice,Bengaluru,3467,2.5
Cafe Oasis,Bengaluru,803,3.6
Garden Oasis,Bengaluru,2175,4.4
Palace Corner,Bengaluru,6412,4.4
Palace Corner,Hyderabad,1461,3.8
Royal Oasis,Hyderabad,1815,4.6
Inn Delight,Hyderabad,4549,4.6
Royal Hub,Hyderabad,1992,4.3
Palace Corner,Hyderabad,1228,2.7
Bistro Oasis,Hyderabad,2220,2.6
Royal Grill,Hyderabad,4902,4.6
The Spice,Hyderabad,6826,3.1
Hotel Grill,Hyderabad,1068,2.9
Palace Spice,Hyderabad,1168,4.7
Bistro Heaven,Pune,2809,4.5
Lounge Grill,Pune,1207,3.9
Cafe Hub,Pune,5707,2.5
Hotel Spice,Pune,6147,3.9
Hotel Oasis,Pune,5505,4.2
Cafe Heaven,Pune,2461,4.2
Royal Hub,Pune,2354,3.4
Inn Grill,Pune,1143,4.9
Palace Paradise,Pune,1124,2.6
Bistro Hub,Pune,3955,2.6
Palace Hub,Ahmedabad,3797,2.5
Bistro Hub,Ahmedabad,4088,3.0
Cafe Paradise,Ahmedabad,6309,4.6
Plaza Heaven,Ahmedabad,2069,5.0
Resort Heaven,Ahmedabad,6593,4.8
Bistro Paradise,Ahmedabad,5231,4.0
Palace Paradise,Ahmedabad,4559,3.5
Cafe Hub,Ahmedabad,2669,3.7
Bistro Terrace,Jaipur,6712,3.5
Cafe Retreat,Jaipur,1288,3.6
Hotel Retreat,Jaipur,4573,3.4
Hotel Hub,Jaipur,2000,3.6
Inn Corner,Jaipur,3889,4.1
Hotel Corner,Jaipur,2027,4.6
Cafe Spice,Jaipur,5469,3.7
Inn Hub,Lucknow,1314,3.9
Garden Corner,Lucknow,4486,3.1
Hotel Spice,Lucknow,3534,2.7
Lounge Grill,Lucknow,808,4.1
Royal Delight,Lucknow,1949,4.1
Resort Paradise,Lucknow,2236,2.8
Garden Oasis,Delhi,880,3.7
Palace Spice,Delhi,3194,4.3
Cafe Hub,Delhi,5968,4.1
Palace Hub,Delhi,6269,3.1
The Spice,Delhi,6145,3.6
Inn Grill,Delhi,6588,3.1
Lounge Delight,Delhi,3577,4.0
Plaza Delight,Delhi,6474,2.5
Bistro Oasis,Delhi,3666,4.4
Garden Heaven,Delhi,3511,4.3
The Corner,Mumbai,3562,3.4
Palace Hub,Mumbai,1745,4.2
Plaza Corner,Mumbai,6849,2.5
Resort Paradise,Mumbai,5823,4.6
Inn Hub,Mumbai,1279,2.8
Inn Oasis,Mumbai,6193,3.0
Garden Paradise,Mumbai,6032,3.2
Bistro Terrace,Mumbai,2409,2.6
Plaza Retreat,Mumbai,6700,3.1
Bistro Hub,Mumbai,2216,3.1
Lounge Delight,Chennai,4872,3.4
Hotel Paradise,Chennai,2790,4.7
Inn Spice,Chennai,6514,4.9
Garden Hub,Chennai,1727,3.0
Royal Heaven,Chennai,3056,3.4
Palace Corner,Chennai,3953,4.6
Bistro Corner,Chennai,5925,3.8
Hotel Retreat,Kolkata,1264,3.4
Inn Corner,Kolkata,1449,3.1
Bistro Spice,Kolkata,1405,2.9
Cafe Oasis,Kolkata,4717,3.5
The Corner,Kolkata,2580,3.5
Cafe Heaven,Kolkata,1036,2.7
Garden Hub,Kolkata,5481,2.6
Garden Spice,Bengaluru,1854,2.5
Garden Delight,Bengaluru,6565,2.9
Lounge Paradise,Bengaluru,3550,3.0
Palace Delight,Bengaluru,6500,4.3
Resort Grill,Bengaluru,4654,4.4
The Paradise,Bengaluru,5447,4.9
Plaza Paradise,Bengaluru,1963,2.8
Inn Terrace,Bengaluru,3028,2.9
Bistro Hub,Hyderabad,6597,4.0
Bistro Paradise,Hyderabad,4274,3.3
Plaza Terrace,Hyderabad,4342,3.8
Lounge Oasis,Hyderabad,2875,4.6
Garden Oasis,Hyderabad,4045,4.1
The Oasis,Hyderabad,6795,4.6
Bistro Retreat,Hyderabad,2621,3.0
Bistro Grill,Hyderabad,4665,4.0
Plaza Heaven,Hyderabad,3866,3.8
Palace Oasis,Hyderabad,842,3.3
Palace Retreat,Pune,4063,4.6
Garden Retreat,Pune,6124,4.9
The Hub,Pune,6724,4.1
The Spice,Pune,3354,4.2
Plaza Retreat,Pune,2276,2.8
Cafe Terrace,Pune,5159,3.7
Inn Corner,Pune,4064,3.2
Resort Oasis,Pune,5390,4.7
Palace Corner,Pune,6187,3.0
Lounge Grill,Pune,3558,2.8
Palace Retreat,Ahmedabad,3283,2.7
Resort Terrace,Ahmedabad,2548,5.0
Lounge Spice,Ahmedabad,2977,4.2
Cafe Retreat,Ahmedabad,3895,2.5
Bistro Spice,Ahmedabad,5097,3.6
Inn Hub,Ahmedabad,2355,4.5
The Spice,Ahmedabad,2883,2.9
Royal Corner,Ahmedabad,2753,3.5
Garden Grill,Jaipur,2371,4.1
Garden Delight,Jaipur,6531,3.6
Resort Spice,Jaipur,4488,3.7
Garden Delight,Jaipur,3109,3.9
The Spice,Jaipur,3563,4.9
Resort Heaven,Jaipur,6681,4.1
Hotel Oasis,Jaipur,4242,4.9
Garden Spice,Lucknow,3038,4.9
Plaza Oasis,Lucknow,6684,4.1
Garden Grill,Lucknow,2139,2.8
Garden Corner,Lucknow,3192,4.7
Royal Corner,Lucknow,4501,4.3
Hotel Retreat,Lucknow,2574,4.4
Bistro Corner,Delhi,6999,5.0
Cafe Corner,Delhi,3469,2.6
Lounge Spice,Delhi,1851,2.6
Royal Spice,Delhi,5681,2.6
Hotel Paradise,Delhi,1467,4.2
Lounge Oasis,Delhi,4687,3.3
Garden Delight,Delhi,5285,3.1
Lounge Grill,Delhi,1434,3.0
Resort Terrace,Delhi,3452,3.7
Plaza Oasis,Delhi,6568,3.2
Garden Terrace,Mumbai,4957,4.1
Royal Heaven,Mumbai,6031,4.2
Cafe Oasis,Mumbai,6472,3.4
Lounge Delight,Mumbai,1965,4.4
Royal Oasis,Mumbai,4127,4.1
Inn Oasis,Mumbai,2975,3.6
Garden Oasis,Mumbai,4085,4.5
Plaza Delight,Mumbai,2362,3.6
Garden Paradise,Mumbai,2368,3.4
